06 0313  LL0257
06 0313  LL0331
06 036300010965
06 036300011096
06 0367  LL0443
06 0368  LL1531
06 0368  LL1556
06 036800070055
06 0385  LL0466
07 140101171337
07 140101171352
07 140101171360
07 170001697057
07 170001697057
07 310000691103
07 310000691343
07 360100680241
09C150000540279
09C150000582313
09C160000670034
09C170000690544
09C170000690551
09C170000690643
09C170100710051
09C170100710267
09C170100720084
09F020100121097
09F020400130012
09F060000341148
09F070000272367
09F100300520361
09F100500520153
09F101500470266
09F120000360751
09F120000430307
09F120200570142
09F120200570290
09F150100620770
09F150300630819
09F150300630843
09F150300631684
09F150800620344
09F150800630129
09F160400770423
09F161000760095
09F161500760413
09F161500760827
09F170300660806
09F170700670025
09F170700670033
09F171300660150
09F171300660150
09F221800990365
09F241100820039
09F241100820377
09F250301270530
09F270101092595
09F370001565672
11 001000010186
11 002000440332
11 014000490829
11 014000490969
11 014000830792
11 014000830941
11 019000600129
11 025000900179
11 032001030253
11 035001570277
11 035001571903
11 035001571960
11 035001572042
11 035001572067
11 036001300871
11 037001532091
11 037001532125
11 047001670270
11 047001680287
11 048001871348
11 054001972136
11 055101980325
11 083002990391
11 084002980416
11 091003232358
11 091003232549
11 092003251794
11 092003252008
11 095003310411
11 101003600478
11 101003601948
11 106003800101
11 107003980125
12 154002482826
12 154002482941
12 187004062121
12 187004062535
12 187403920135
12 189203880089
12 189304100437
12 189404110658
12 190103870329
12 190204120293
12 190204120301
12 190204120632
12 191103850337
12 191103850386
12 191304140918
12 192103830402
12 199404490448
12 200404260342
12 200404260425
12 201104240246
12 202204210295
12 206304820044
12 206304820069
12 208004670737
12 208004670778
12 208304870359
12 208304870375
12 209104660685
12 209104660750
12 209304880729
12 209504660087
12 209604880023
12 209604880072
12 209604880080
12 216005090730
12 216005090755
12 216005090821
12 216005091126
12 216105190059
12 216105190141
12 216105190182
12 216105190257
12 216105190299
12 216105190380
12 216205180059
12 216205180067
12 216205180430
12 216305080241
12 216305080266
12 216305080464
12 217005070078
12 218105230257
12 218205220083
12 218505230246
12 219005030656
12 219705030477
12 219705031061
12 220005260764
12 220005260764
12 220005260947
12 220105010192
12 220105010242
12 223005500866
12 224005480992
12 225005470230
12 225005470578
12 226005590712
12 227005430180
12 227005430347
12 227005600527
12 229005380720
12 230005360423
12 234006000509
12 235105950239
12 237005910214
12 237005920205
12 237105910403
12 238005890414
12 246206480679
12 246306480066
12 247106500228
12 248006510200
12 252006600920
12 253106310840
12 253406120055
12 258406951078
12 262006850359
12 262007040257
12 267007120702
12 270307480578
12 270307480586
12 271007510656
12 273007550187
12 274007390319
12 284108020889
12 285008050611
12 286007971989
12 286007981657
12 286008070450
12 286008070617
12 286008070740
12 286008071003
12 286008071128
12 294007810066
12 294007820578
12 297008550375
12 298008570462
12 303008401609
12 303008670591
12 303008680731
12 308008251185
12 308008320410
12 308008320519
12 308008780464
12 317008960224
13 0028  LL0952
13 0031  LL1054
13 0036  LL0036
13 0036  LL1331
13 003600030412
13 0061  LL0760
13 0061  LL1354
13 0061  LL1529
13 0061  LL1818
13 006200020436
13 0065  LL0618
13 0065  LL0626
13 0068  LL1456
13 0068  LL1605
13 0069  LL0846
13 0069  LL0846
13 0093  LL0093
13 0098  LL0627
13 0101  LL0812
13 0101  LL0812
13 0125  LL4329
13 012600040792
13 0132  LL3371
13 0192  LL2586
13 0192  LL2586
14 0066  LL0052
14 006600010118
14 006600010159
14 006600020125
14 006600021107
14 006600021248
14 006600030157
14 006600041048
14 006700040056
14 006700040643
14 009400010429
14 009400010429
14 009400010577
14 009400020071
14 009400020519
14 009400020840
14 009400030013
14 009400030112
14 009400030138
14 009400040285
14 009400040285
14 009400060556
14 009400070134
14 009400070514
14 009400070514
14 009400070571
14 009400071009
14 009400080521
14 009400090835
14 009400090918
14 009400091460
14 009400091742
14 009400100170
14 009400100170
14 009400100204
14 009400100485
14 009400100485
14 009400100501
14 009400100592
14 009400100758
14 009400101459
14 009400101624
14 009400101640
14 009400101673
14 009400101772
14 009400102119
14 009400102127
14 009400102143
14 009500010014
14 009500040292
14 009500040292
14 009500050069
14 009500050085
14 009500050150
14 009500050150
14 009500050218
14 009500060662
14 009500060720
14 009500060985
14 009500070067
14 009500070067
14 009500100138
14 009500100302
14 009500100484
14 009500120136
14 009500120318
14 0096  LL0619
14 009700080437
14 009800020010
14 009800020267
14 009800020341
14 009800020341
14 009800030266
14 009800120232
14 009800130082
14 009800140206
14 009800150122
14 009800210645
14 009800210652
14 009900010184
14 009900010655
14 009900010796
14 009900020076
14 009900020076
14 009900020142
14 009900020191
14 009900020209
14 009900020407
14 009900020555
14 009900020563
14 009900020571
14 009900020720
14 009900020894
14 009900020894
14 009900021017
14 009900030158
14 009900030174
14 009900030703
14 009900030802
14 009900031495
14 010000020388
14 010000020396
14 010000030130
14 010100030485
14 010100030493
14 010100050038
14 010200040566
14 012300010069
14 012400010498
14 012400030280
14 012400030363
14 012400030413
14 012400030421
14 012400040164
14 012400050353
14 012400050353
14 012400050403
14 012400050569
14 012400050569
14 012400050569
14 012400060253
14 012400060279
14 012400070021
14 012400070377
14 012400070377
14 012400070393
14 012400080343
14 012400080350
14 012400090052
14 012400090086
14 012400090094
14 012400090094
14 012400090136
14 012400090193
14 012400090458
14 012400100133
14 012400100133
14 012400100133
14 012400110090
14 012400110090
14 012400110256
14 012400110280
14 012400110298
14 012400120016
14 012400120438
14 012400130031
14 012400140220
14 012400140311
14 012400150062
14 012400150070
14 012400150278
14 012400150542
14 012400150567
14 012400150609
14 012400150872
14 0125  LL0192
14 012500030214
14 012500030297
14 012500030313
14 012500040072
14 012500050337
14 012500050337
14 012500050394
14 012500060104
14 012500070129
14 012500080110
14 012500080144
14 012500080151
14 012500080375
14 012500080417
14 012500080508
14 012500090036
14 012500090036
14 012500090135
14 012500090135
14 012500090135
14 012500100439
14 012500100553
14 012500100595
14 012500100777
14 012500100777
14 012500110446
14 012500110453
14 012500110503
14 012500110560
14 012500111030
14 012600010033
14 012600010033
14 0127  LL0489
14 0127  LL0869
14 012700020502
14 012700030527
14 012700030709
14 012700030733
14 012700030774
14 012700040229
14 0130  LL0179
14 013000010011
14 013000010458
14 013000010458
14 013000010599
14 013000010987
14 013000050165
14 013000050272
14 013000050314
14 013000050355
14 013000050488
14 013000050603
14 013000050728
14 013000060248
14 013000070106
14 013000070197
14 013000070197
14 013000070197
14 013000070296
14 013000080022
14 013000080022
14 013000080170
14 013000100093
14 013000100564
14 013000140057
14 013000140172
14 013000140206
14 013000140537
14 013000140552
14 013000140677
14 013000140883
14 013000140982
14 013000141022
14 013100100084
14 013100100084
14 013100140122
14 013100140163
14 013100140312
14 013100160104
14 013100170434
14 013100170442
14 013100170590
14 013100170590
14 013100170608
14 013100170673
14 013200010100
14 013200010597
14 013200010688
14 013200010688
14 013200010829
14 013200011231
14 013200020042
14 013200020281
14 013200020398
14 013200020430
14 013200020455
14 013200040347
14 013200040347
14 013200040479
14 013200050312
14 013200060519
14 013200080145
14 013200090235
14 013200090268
14 013200090276
14 013200090516
14 013200090565
14 013200100257
14 013200110249
14 013200110330
14 013200110389
14 013200110413
14 013200110439
14 013200110793
14 013200140725
14 013200140733
14 013200140733
14 013200140733
14 013200140964
14 013200150518
14 013200150690
14 013200180135
14 013300010083
14 013300030115
14 013300050485
14 013300060153
14 013300080144
14 013300100231
14 013300110164
14 013300110198
14 013300120148
14 013300130170
14 013300140013
14 013300140161
14 013300150202
14 013300160037
14 013300160052
14 013300170010
14 013300170069
14 013300170093
14 013300170135
14 013300170200
14 013300170200
14 013300170325
14 013300170325
14 013300180209
14 013300190182
14 013300190430
14 013300190497
14 013300190497
14 0134  LL0043
14 0134  LL0050
14 013400010140
14 013400010512
14 013400040196
14 013400040329
14 013400040386
14 013400040477
14 013400040477
14 013400040600
14 013400060111
14 013400060335
14 013400070219
14 013400070342
14 013400080150
14 013400080259
14 013400100032
14 013400100107
14 013400110395
14 013500020056
14 013500020361
14 013500020361
14 013500030188
14 013500030287
14 013500030436
14 013500030436
14 013500030832
14 013500030865
14 0154  LL0261
14 0154  LL0287
14 0154  LL0295
14 0154  LL1020
14 0154  LL1228
14 0154  LL2051
14 0154  LL2770
14 0154  LL2770
14 0154  LL2770
14 015400010046
14 015400030069
14 015400030101
14 015400030101
14 015600010127
14 015600040181
14 015600040223
14 015600040249
14 015600050073
14 015600050263
14 015600070311
14 015600070337
14 015600070360
14 015600070451
14 015600070527
14 015600070584
14 015600110166
14 015600110166
14 015600110356
14 015600110380
14 015600120470
14 015700020109
14 015700060071
14 015700060311
14 015700060402
14 015700060402
14 015700060402
14 015700070013
